siteIDPartRs,datePartRs,bandNumberPartRs,typePartRs,notesPartRs
STANJEFMD1,2005-07-17,1841-58841,P,"yearColumn = 2004, banded 20 May; yearColumn = 2005, resighted by participant 17 July; yearColumn = 2006, recaptured June 17; yearColumn = 2007, resighted by participant and bander on 24 May; yearColumn = 2008, resighted by participant 1 June; yearColumn = 2009, resighted during visit 5/7/2009"
STANJEFMD1,2008-04-25,2400-00682,P,"yearColumn = 2007, banded 24 May; yearColumn = 2008, resighted by participant 25 april; recap 11 June; yearColumn = 2009, resighted during visit 5/7/2009"
STANJEFMD1,2008-06-01,1841-58841,P,"yearColumn = 2004, banded 20 May; yearColumn = 2005, resighted by participant 17 July; yearColumn = 2006, recaptured June 17; yearColumn = 2007, resighted by participant and bander on 24 May; yearColumn = 2008, resighted by participant 1 June; yearColumn = 2009, resighted during visit 5/7/2009"
STEWBETMD1,2008-04-13,2281-69406,P,"yearColumn = 2007, Banded June 15; yearColumn = 2008, resighted by participant 13 April, recaptured 7/8/08; yearColumn = 2009, resighted by participant 5 april Recap 5/13/2009; yearColumn = 2010, resighted 6/5/2010; by participant 26 sept.; yearColumn = 2013, resighted by participant 28 April"
STEWBETMD1,2009-04-05,2281-69406,P,"yearColumn = 2007, Banded June 15; yearColumn = 2008, resighted by participant 13 April, recaptured 7/8/08; yearColumn = 2009, resighted by participant 5 april Recap 5/13/2009; yearColumn = 2010, resighted 6/5/2010; by participant 26 sept.; yearColumn = 2013, resighted by participant 28 April"
STEWBETMD1,2010-03-20,2540-62885,P,"yearColumn = 2009, Banded 5/13/2009; yearColumn = 2010, found dead in nest box by participant 20 march"
STEWBETMD1,2010-03-21,2301-56641,P,"yearColumn = 2008, banded_7/8/08; yearColumn = 2010, resighted 21 march by participant; resighted 6/5/2010; yearColumn = 2011, resighted by participant 01/14/2012; yearColumn = 2012, resighted by participant 6 May"
STEWBETMD1,2010-04-29,2301-56637,P,"yearColumn = 2008, banded_7/8/08; yearColumn = 2010, resighted by participant 29 April; recaptured 6/5/2010"
STEWBETMD1,2010-05-13,2301-56503,P,"yearColumn = 2009, Banded 5/13/2009; yearColumn = 2010, resighted by participant 13 May, 5 June; yearColumn = 2011, resighted by participant 06/16/2011"
STEWBETMD1,2010-05-13,2540-62887,P,"yearColumn = 2009, Banded 5/13/2009; yearColumn = 2010, resighted by participant 13 May, 5 June; 26 Sept; resighted 6/5/2010"
STEWBETMD1,2010-06-05,2301-56503,P,"yearColumn = 2009, Banded 5/13/2009; yearColumn = 2010, resighted by participant 13 May, 5 June; yearColumn = 2011, resighted by participant 06/16/2011"
STEWBETMD1,2010-09-26,2281-69406,P,"yearColumn = 2007, Banded June 15; yearColumn = 2008, resighted by participant 13 April, recaptured 7/8/08; yearColumn = 2009, resighted by participant 5 april Recap 5/13/2009; yearColumn = 2010, resighted 6/5/2010; by participant 26 sept.; yearColumn = 2013, resighted by participant 28 April"
STEWBETMD1,2010-09-26,2540-62887,P,"yearColumn = 2009, Banded 5/13/2009; yearColumn = 2010, resighted by participant 13 May, 5 June; 26 Sept; resighted 6/5/2010"
STEWBETMD1,2011-01-14,2301-56641,P,"yearColumn = 2008, banded_7/8/08; yearColumn = 2010, resighted 21 march by participant; resighted 6/5/2010; yearColumn = 2011, resighted by participant 01/14/2012; yearColumn = 2012, resighted by participant 6 May"
STEWBETMD1,2011-06-16,2301-56503,P,"yearColumn = 2009, Banded 5/13/2009; yearColumn = 2010, resighted by participant 13 May, 5 June; yearColumn = 2011, resighted by participant 06/16/2011"
STEWBETMD1,2012-05-06,2301-56641,P,"yearColumn = 2008, banded_7/8/08; yearColumn = 2010, resighted 21 march by participant; resighted 6/5/2010; yearColumn = 2011, resighted by participant 01/14/2012; yearColumn = 2012, resighted by participant 6 May"
STEWBETMD1,2013-04-28,2281-69406,P,"yearColumn = 2007, Banded June 15; yearColumn = 2008, resighted by participant 13 April, recaptured 7/8/08; yearColumn = 2009, resighted by participant 5 april Recap 5/13/2009; yearColumn = 2010, resighted 6/5/2010; by participant 26 sept.; yearColumn = 2013, resighted by participant 28 April"
STEWBETMD1,2014-04-16,2710-25933,P,"yearColumn = 2013, Banded 5/18; yearColumn = 2014, resighted by participant 4/16/2014, recaptured 5/5/2014; yearColumn = 2015, resighted 4/23/2015"
STURCARMD1,2004-08-21,1801-09563,P,"yearColumn = 2003, Band 8 May, resight 7 June; yearColumn = 2004, Resighted 21 by participant 21 August; yearColumn = 2005, resighted by participant 21 March; yearColumn = 2006, resighted by participant 20 april; yearColumn = 2007, resighted by participant"
STURCARMD1,2004-08-21,2250-24061,P,"yearColumn = 2001, banded 13 June; yearColumn = 2004, Resighted by participant 21 August; yearColumn = 2005, resighted by participant 5 Feb"
STURCARMD1,2004-08-21,8001-21494,P,"yearColumn = 2002, banded 19 July; yearColumn = 2003, resighted 30 July; yearColumn = 2004, Resighted by participant 21 August; yearColumn = 2005, resighted by participant 29 april"
STURCARMD1,2005-02-05,2250-24061,P,"yearColumn = 2001, banded 13 June; yearColumn = 2004, Resighted by participant 21 August; yearColumn = 2005, resighted by participant 5 Feb"
STURCARMD1,2005-03-21,1801-09563,P,"yearColumn = 2003, Band 8 May, resight 7 June; yearColumn = 2004, Resighted 21 by participant 21 August; yearColumn = 2005, resighted by participant 21 March; yearColumn = 2006, resighted by participant 20 april; yearColumn = 2007, resighted by participant"
STURCARMD1,2005-04-26,2250-90370,P,"yearColumn = 2003, Banded 8 May; yearColumn = 2004, Resighted 14 July; yearColumn = 2005, resighted by participant 26 april, 12 July; yearColumn = 2009, resighted 7/13"
STURCARMD1,2005-04-29,8001-21494,P,"yearColumn = 2002, banded 19 July; yearColumn = 2003, resighted 30 July; yearColumn = 2004, Resighted by participant 21 August; yearColumn = 2005, resighted by participant 29 april"
STURCARMD1,2005-07-12,2250-90370,P,"yearColumn = 2003, Banded 8 May; yearColumn = 2004, Resighted 14 July; yearColumn = 2005, resighted by participant 26 april, 12 July; yearColumn = 2009, resighted 7/13"
STURCARMD1,2006-04-20,1801-09563,P,"yearColumn = 2003, Band 8 May, resight 7 June; yearColumn = 2004, Resighted 21 by participant 21 August; yearColumn = 2005, resighted by participant 21 March; yearColumn = 2006, resighted by participant 20 april; yearColumn = 2007, resighted by participant"
STURCARMD1,2006-04-20,2370-05689,P,"yearColumn = 2005, banded 12 july; yearColumn = 2006, resighted by participant 20 April; yearColumn = 2007, resighted by participant"
STURCARMD1,2007-03-15,1801-09563,P,"yearColumn = 2003, Band 8 May, resight 7 June; yearColumn = 2004, Resighted 21 by participant 21 August; yearColumn = 2005, resighted by participant 21 March; yearColumn = 2006, resighted by participant 20 april; yearColumn = 2007, resighted by participant"
STURCARMD1,2007-03-15,2370-05689,P,"yearColumn = 2005, banded 12 july; yearColumn = 2006, resighted by participant 20 April; yearColumn = 2007, resighted by participant"
STURCARMD1,2010-04-24,2400-00690,P,"yearColumn = 2007, banded 31 May; yearColumn = 2009, resighted 7/3; yearColumn = 2010, resighted by participant 24 April; yearColumn = 2011, Resighted by participant; yearColumn = 2012, Resighted by participant; yearColumn = 2013, resighted by participant 4 June"
STURCARMD1,2010-04-28,1951-41073,P,"yearColumn = 2007, Banded 31 May; yearColumn = 2009, resighted 7/3; yearColumn = 2010, resighted by participant 28 April"
STURCARMD1,2010-04-28,2590-82319,P,"yearColumn = 2009, banded 7/3; yearColumn = 2010, resighted by participant 28 April; recpatured 6/1"
STURCARMD1,2011-03-15,2400-00690,P,"yearColumn = 2007, banded 31 May; yearColumn = 2009, resighted 7/3; yearColumn = 2010, resighted by participant 24 April; yearColumn = 2011, Resighted by participant; yearColumn = 2012, Resighted by participant; yearColumn = 2013, resighted by participant 4 June"
STURCARMD1,2012-03-15,2400-00690,P,"yearColumn = 2007, banded 31 May; yearColumn = 2009, resighted 7/3; yearColumn = 2010, resighted by participant 24 April; yearColumn = 2011, Resighted by participant; yearColumn = 2012, Resighted by participant; yearColumn = 2013, resighted by participant 4 June"
STURCARMD1,2013-06-04,2400-00690,P,"yearColumn = 2007, banded 31 May; yearColumn = 2009, resighted 7/3; yearColumn = 2010, resighted by participant 24 April; yearColumn = 2011, Resighted by participant; yearColumn = 2012, Resighted by participant; yearColumn = 2013, resighted by participant 4 June"
STURCARMD1,2013-08-25,1991-46187,P,"yearColumn = 2008, banded 2 july; yearColumn = 2009, resighted 7/3; yearColumn = 2012, Resighted 5/26/2012; yearColumn = 2013, resighted by participant 8/25"
SUBRSTEMD1,2009-02-13,2251-80091,P,"yearColumn = 2008, Banded May 27; yearColumn = 2009, resighted by participant 13 Feb; yearColumn = 2010, resighted 5/29/2010; resighted by participant 20 Feb"
SUBRSTEMD1,2009-02-13,2251-80092,P,"yearColumn = 2008, Banded 5/27/2008; yearColumn = 2009, resighted by participant 13 Feb; yearColumn = 2010, resighted 5/29/2010"
SUBRSTEMD1,2010-02-20,2251-80091,P,"yearColumn = 2008, Banded May 27; yearColumn = 2009, resighted by participant 13 Feb; yearColumn = 2010, resighted 5/29/2010; resighted by participant 20 Feb"
SULLPAUVA1,2003-03-15,791-17031,P,"yearColumn = 2001, banded 7 May; yearColumn = 2002, resighted 3 July; yearColumn = 2003, resighted 15 Mar by participant"
SULLPAUVA1,2003-05-04,791-17030,P,"yearColumn = 2001, banded 7 May; yearColumn = 2002, resighted 28 April; yearColumn = 2003, resighted 4 May by participant; yearColumn = 2004, resighted 30 May by participant"
SULLPAUVA1,2004-05-30,791-17030,P,"yearColumn = 2001, banded 7 May; yearColumn = 2002, resighted 28 April; yearColumn = 2003, resighted 4 May by participant; yearColumn = 2004, resighted 30 May by participant"
SULLPAUVA1,2010-05-25,1891-87392,P,"yearColumn = 2004, banded 14 June; yearColumn = 2010, resight in Arlington 25 May. See Report to Bander 9/28/13"
TABACARPA1,2016-03-29,1781-50427,P,"Wherever I answered A it was written as X on my visit record. I took X to be silver/ aluminum

also 
I wrote BK but my Banding visit record says BL"
TABACARPA1,2017-01-19,2661-31447,P,"Wherever I answered A it was written as X on my visit record. I took X to be silver/ aluminum
"
WOODPAUVA1,2009-03-10,1931-74812,P,"yearColumn = 2007, badned by participant 6/17/2007; yearColumn = 2008, recaptured by NNW 7/1/2008; yearColumn = 2009, resighted by particpant 10 March; yearColumn = 2010, resighted by participant 3 March, 28 Dec; resighted by NN 6/30/10; ; yearColumn = 2011, resighted by participant 2 June; 27 Sept.; yearColumn = 2012, resighted 29 April; by participant 1 June, 08/16/2012; yearColumn = 2013, resighted by participant 1 May"
WOODPAUVA1,2010-03-03,1931-74812,P,"yearColumn = 2007, badned by participant 6/17/2007; yearColumn = 2008, recaptured by NNW 7/1/2008; yearColumn = 2009, resighted by particpant 10 March; yearColumn = 2010, resighted by participant 3 March, 28 Dec; resighted by NN 6/30/10; ; yearColumn = 2011, resighted by participant 2 June; 27 Sept.; yearColumn = 2012, resighted 29 April; by participant 1 June, 08/16/2012; yearColumn = 2013, resighted by participant 1 May"
WOODPAUVA1,2010-12-28,1931-74812,P,"yearColumn = 2007, badned by participant 6/17/2007; yearColumn = 2008, recaptured by NNW 7/1/2008; yearColumn = 2009, resighted by particpant 10 March; yearColumn = 2010, resighted by participant 3 March, 28 Dec; resighted by NN 6/30/10; ; yearColumn = 2011, resighted by participant 2 June; 27 Sept.; yearColumn = 2012, resighted 29 April; by participant 1 June, 08/16/2012; yearColumn = 2013, resighted by participant 1 May"
WOODPAUVA1,2011-06-02,1931-74812,P,"yearColumn = 2007, badned by participant 6/17/2007; yearColumn = 2008, recaptured by NNW 7/1/2008; yearColumn = 2009, resighted by particpant 10 March; yearColumn = 2010, resighted by participant 3 March, 28 Dec; resighted by NN 6/30/10; ; yearColumn = 2011, resighted by participant 2 June; 27 Sept.; yearColumn = 2012, resighted 29 April; by participant 1 June, 08/16/2012; yearColumn = 2013, resighted by participant 1 May"
TATEJUAMD1,2002-02-15,1141-05574,P,"yearColumn = 2001, banded 16 May; yearColumn = 2002, resighted by particpant Feb"
TATEJUAMD1,2002-02-15,1152-87534,P,"yearColumn = 2001, banded 16 May; yearColumn = 2002, resighted Feb - July; yearColumn = 2003, resighted 1 June by participant"
TATEJUAMD1,2008-05-14,1991-46141,P,"yearColumn = 2007, BANDED; yearColumn = 2008, resighted by participant 14 May; yearColumn = 2009, RESIGHTED BY PARTICIPANT JUNE; yearColumn = 2010, resighted by participant 19 May, 22 June; yearColumn = 2011, resighted by participant 05/27/2011, 08/03/2011; yearColumn = 2012, resighted by participant 3 May, 15 June, 9 July"
TATEJUAMD1,2009-06-15,1991-46141,P,"yearColumn = 2007, BANDED; yearColumn = 2008, resighted by participant 14 May; yearColumn = 2009, RESIGHTED BY PARTICIPANT JUNE; yearColumn = 2010, resighted by participant 19 May, 22 June; yearColumn = 2011, resighted by participant 05/27/2011, 08/03/2011; yearColumn = 2012, resighted by participant 3 May, 15 June, 9 July"
TATEJUAMD1,2010-05-19,1991-46141,P,"yearColumn = 2007, BANDED; yearColumn = 2008, resighted by participant 14 May; yearColumn = 2009, RESIGHTED BY PARTICIPANT JUNE; yearColumn = 2010, resighted by participant 19 May, 22 June; yearColumn = 2011, resighted by participant 05/27/2011, 08/03/2011; yearColumn = 2012, resighted by participant 3 May, 15 June, 9 July"
TATEJUAMD1,2010-06-22,1991-46141,P,"yearColumn = 2007, BANDED; yearColumn = 2008, resighted by participant 14 May; yearColumn = 2009, RESIGHTED BY PARTICIPANT JUNE; yearColumn = 2010, resighted by participant 19 May, 22 June; yearColumn = 2011, resighted by participant 05/27/2011, 08/03/2011; yearColumn = 2012, resighted by participant 3 May, 15 June, 9 July"
TATEJUAMD1,2011-05-27,1991-46141,P,"yearColumn = 2007, BANDED; yearColumn = 2008, resighted by participant 14 May; yearColumn = 2009, RESIGHTED BY PARTICIPANT JUNE; yearColumn = 2010, resighted by participant 19 May, 22 June; yearColumn = 2011, resighted by participant 05/27/2011, 08/03/2011; yearColumn = 2012, resighted by participant 3 May, 15 June, 9 July"
TATEJUAMD1,2011-08-03,1991-46141,P,"yearColumn = 2007, BANDED; yearColumn = 2008, resighted by participant 14 May; yearColumn = 2009, RESIGHTED BY PARTICIPANT JUNE; yearColumn = 2010, resighted by participant 19 May, 22 June; yearColumn = 2011, resighted by participant 05/27/2011, 08/03/2011; yearColumn = 2012, resighted by participant 3 May, 15 June, 9 July"
TATEJUAMD1,2011-08-28,2460-22741,P,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,2011-09-12,2590-82618,P,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,2011-10-01,2590-82618,P,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,2011-10-04,2460-22741,P,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,2011-11-08,2590-82618,P,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,2011-12-12,2460-22741,P,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,2011-12-14,2590-82618,P,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,2012-01-01,2590-82618,P,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,2012-02-28,2460-22741,P,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,2012-02-28,2590-82618,P,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,2012-03-01,2590-82618,P,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,2012-05-03,1991-46141,P,"yearColumn = 2007, BANDED; yearColumn = 2008, resighted by participant 14 May; yearColumn = 2009, RESIGHTED BY PARTICIPANT JUNE; yearColumn = 2010, resighted by participant 19 May, 22 June; yearColumn = 2011, resighted by participant 05/27/2011, 08/03/2011; yearColumn = 2012, resighted by participant 3 May, 15 June, 9 July"
TATEJUAMD1,2012-06-15,1991-46141,P,"yearColumn = 2007, BANDED; yearColumn = 2008, resighted by participant 14 May; yearColumn = 2009, RESIGHTED BY PARTICIPANT JUNE; yearColumn = 2010, resighted by participant 19 May, 22 June; yearColumn = 2011, resighted by participant 05/27/2011, 08/03/2011; yearColumn = 2012, resighted by participant 3 May, 15 June, 9 July"
TATEJUAMD1,2012-07-09,1991-46141,P,"yearColumn = 2007, BANDED; yearColumn = 2008, resighted by participant 14 May; yearColumn = 2009, RESIGHTED BY PARTICIPANT JUNE; yearColumn = 2010, resighted by participant 19 May, 22 June; yearColumn = 2011, resighted by participant 05/27/2011, 08/03/2011; yearColumn = 2012, resighted by participant 3 May, 15 June, 9 July"
TATEJUAMD1,2008-01-15,2460-22741,P,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
TATEJUAMD1,2008-02-15,2460-22741,P,"yearColumn = 2008, BANDED, RESIGHTED BY PARTICIPANT 7/28/08; yearColumn = 2009, RESIGHTED BY PARTICIPANT JAN, FEB, MARCH, APRIL, MAY, AND JUNE, Oct, Nov 2009; yearColumn = 2010, resighted by participant 4 April, 8 June, 13 July; 9 Sept.; 14 Oct.; 2 Nov.; 13 Dec.; 9 Jan <d4>11; 4 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 05/15/2011, 08/28/2011, 10/04/2011, 12/12/2011; yearColumn = 2012, resighted by participant 28 Feb; 4 Mar"
